,cam/image_array,milliseconds,user/angle,user/mode,user/throttle
1,1_cam-image_array_.jpg,328129,8.326672684688674e-17,user,0.25
2,2_cam-image_array_.jpg,328178,8.326672684688674e-17,user,0.25
3,3_cam-image_array_.jpg,328228,8.326672684688674e-17,user,0.25
4,4_cam-image_array_.jpg,328278,8.326672684688674e-17,user,0.25
5,5_cam-image_array_.jpg,328330,8.326672684688674e-17,user,0.25
6,6_cam-image_array_.jpg,328378,8.326672684688674e-17,user,0.25
7,7_cam-image_array_.jpg,328430,8.326672684688674e-17,user,0.25
8,8_cam-image_array_.jpg,328483,8.326672684688674e-17,user,0.25
9,9_cam-image_array_.jpg,328533,8.326672684688674e-17,user,0.25
10,10_cam-image_array_.jpg,328584,8.326672684688674e-17,user,0.25
11,11_cam-image_array_.jpg,328635,8.326672684688674e-17,user,0.25
12,12_cam-image_array_.jpg,328683,8.326672684688674e-17,user,0.25
13,13_cam-image_array_.jpg,328734,8.326672684688674e-17,user,0.25
14,14_cam-image_array_.jpg,328780,8.326672684688674e-17,user,0.25
15,15_cam-image_array_.jpg,328831,8.326672684688674e-17,user,0.25
16,16_cam-image_array_.jpg,328883,8.326672684688674e-17,user,0.25
17,17_cam-image_array_.jpg,328933,8.326672684688674e-17,user,0.25
18,18_cam-image_array_.jpg,328984,8.326672684688674e-17,user,0.25
19,19_cam-image_array_.jpg,329033,8.326672684688674e-17,user,0.25
20,20_cam-image_array_.jpg,329085,8.326672684688674e-17,user,0.25
21,21_cam-image_array_.jpg,329135,8.326672684688674e-17,user,0.25
22,22_cam-image_array_.jpg,329185,8.326672684688674e-17,user,0.25
23,23_cam-image_array_.jpg,329234,8.326672684688674e-17,user,0.25
24,24_cam-image_array_.jpg,329287,8.326672684688674e-17,user,0.25
25,25_cam-image_array_.jpg,329335,8.326672684688674e-17,user,0.25
26,26_cam-image_array_.jpg,329395,8.326672684688674e-17,user,0.25
27,27_cam-image_array_.jpg,329441,8.326672684688674e-17,user,0.25
28,28_cam-image_array_.jpg,329489,8.326672684688674e-17,user,0.25
29,29_cam-image_array_.jpg,329539,8.326672684688674e-17,user,0.25
30,30_cam-image_array_.jpg,329589,8.326672684688674e-17,user,0.25
31,31_cam-image_array_.jpg,329640,8.326672684688674e-17,user,0.25
32,32_cam-image_array_.jpg,329689,8.326672684688674e-17,user,0.25
33,33_cam-image_array_.jpg,329743,8.326672684688674e-17,user,0.25
34,34_cam-image_array_.jpg,329792,8.326672684688674e-17,user,0.25
35,35_cam-image_array_.jpg,329840,8.326672684688674e-17,user,0.25
36,36_cam-image_array_.jpg,329892,8.326672684688674e-17,user,0.25
37,37_cam-image_array_.jpg,329943,8.326672684688674e-17,user,0.25
38,38_cam-image_array_.jpg,329991,8.326672684688674e-17,user,0.25
39,39_cam-image_array_.jpg,330044,8.326672684688674e-17,user,0.25
40,40_cam-image_array_.jpg,330095,8.326672684688674e-17,user,0.25
41,41_cam-image_array_.jpg,330148,8.326672684688674e-17,user,0.25
42,42_cam-image_array_.jpg,330196,8.326672684688674e-17,user,0.25
43,43_cam-image_array_.jpg,330245,8.326672684688674e-17,user,0.25
44,44_cam-image_array_.jpg,330299,8.326672684688674e-17,user,0.25
45,45_cam-image_array_.jpg,330349,8.326672684688674e-17,user,0.25
46,46_cam-image_array_.jpg,330398,8.326672684688674e-17,user,0.25
47,47_cam-image_array_.jpg,330446,8.326672684688674e-17,user,0.25
48,48_cam-image_array_.jpg,330497,8.326672684688674e-17,user,0.25
49,49_cam-image_array_.jpg,330547,8.326672684688674e-17,user,0.25
50,50_cam-image_array_.jpg,330599,8.326672684688674e-17,user,0.25
51,51_cam-image_array_.jpg,330649,8.326672684688674e-17,user,0.25
52,52_cam-image_array_.jpg,330699,8.326672684688674e-17,user,0.25
53,53_cam-image_array_.jpg,330747,8.326672684688674e-17,user,0.25
54,54_cam-image_array_.jpg,330800,8.326672684688674e-17,user,0.25
55,55_cam-image_array_.jpg,330851,8.326672684688674e-17,user,0.25
56,56_cam-image_array_.jpg,330900,8.326672684688674e-17,user,0.25
57,57_cam-image_array_.jpg,330952,8.326672684688674e-17,user,0.25
58,58_cam-image_array_.jpg,331000,8.326672684688674e-17,user,0.25
59,59_cam-image_array_.jpg,331053,8.326672684688674e-17,user,0.25
60,60_cam-image_array_.jpg,331106,8.326672684688674e-17,user,0.25
61,61_cam-image_array_.jpg,331157,8.326672684688674e-17,user,0.25
62,62_cam-image_array_.jpg,331202,8.326672684688674e-17,user,0.25
63,63_cam-image_array_.jpg,331255,8.326672684688674e-17,user,0.25
64,64_cam-image_array_.jpg,331302,8.326672684688674e-17,user,0.25
65,65_cam-image_array_.jpg,331354,8.326672684688674e-17,user,0.25
66,66_cam-image_array_.jpg,331402,8.326672684688674e-17,user,0.25
67,67_cam-image_array_.jpg,331453,8.326672684688674e-17,user,0.25
68,68_cam-image_array_.jpg,331505,8.326672684688674e-17,user,0.25
69,69_cam-image_array_.jpg,331555,8.326672684688674e-17,user,0.25
70,70_cam-image_array_.jpg,331603,8.326672684688674e-17,user,0.25
71,71_cam-image_array_.jpg,331656,8.326672684688674e-17,user,0.25
72,72_cam-image_array_.jpg,331707,8.326672684688674e-17,user,0.25
73,73_cam-image_array_.jpg,331756,8.326672684688674e-17,user,0.25
