,cam/image_array,milliseconds,user/angle,user/mode,user/throttle
1,1_cam-image_array_.jpg,18331,0.0,user,0.0
2,2_cam-image_array_.jpg,18384,0.0,user,0.0
3,3_cam-image_array_.jpg,18432,0.0,user,0.0
4,4_cam-image_array_.jpg,18484,0.0,user,0.0
5,5_cam-image_array_.jpg,18534,0.0,user,0.0
6,6_cam-image_array_.jpg,18584,0.0,user,0.0
7,7_cam-image_array_.jpg,18636,0.0,user,0.0
8,8_cam-image_array_.jpg,18685,0.0,user,0.0
9,9_cam-image_array_.jpg,18739,0.0,user,0.0
10,10_cam-image_array_.jpg,18785,0.0,user,0.0
11,11_cam-image_array_.jpg,18839,0.0,user,0.0
12,12_cam-image_array_.jpg,18888,0.0,user,0.0
13,13_cam-image_array_.jpg,18937,0.0,user,0.0
14,14_cam-image_array_.jpg,18991,0.0,user,0.0
15,15_cam-image_array_.jpg,19038,0.0,user,0.0
16,16_cam-image_array_.jpg,19089,0.0,user,0.0
17,17_cam-image_array_.jpg,19141,0.0,user,0.0
18,18_cam-image_array_.jpg,19189,0.0,user,0.0
19,19_cam-image_array_.jpg,19241,0.0,user,0.0
20,20_cam-image_array_.jpg,19292,0.0,user,0.0
21,21_cam-image_array_.jpg,19343,0.0,user,0.0
22,22_cam-image_array_.jpg,19394,0.0,user,0.0
23,23_cam-image_array_.jpg,19442,0.0,user,0.0
24,24_cam-image_array_.jpg,19494,0.0,user,0.0
25,25_cam-image_array_.jpg,19544,0.0,user,0.0
26,26_cam-image_array_.jpg,19594,0.0,user,0.0
27,27_cam-image_array_.jpg,19646,0.0,user,0.0
28,28_cam-image_array_.jpg,19694,0.0,user,0.0
29,29_cam-image_array_.jpg,19749,0.0,user,0.0
30,30_cam-image_array_.jpg,19795,0.0,user,0.0
31,31_cam-image_array_.jpg,19849,0.0,user,0.0
32,32_cam-image_array_.jpg,19900,0.0,user,0.0
33,33_cam-image_array_.jpg,19948,0.0,user,0.0
34,34_cam-image_array_.jpg,20002,0.0,user,0.0
35,35_cam-image_array_.jpg,20053,0.0,user,0.0
36,36_cam-image_array_.jpg,20101,0.0,user,0.0
37,37_cam-image_array_.jpg,20157,0.0,user,0.0
38,38_cam-image_array_.jpg,20203,0.0,user,0.0
39,39_cam-image_array_.jpg,20256,0.0,user,0.0
40,40_cam-image_array_.jpg,20303,0.0,user,0.0
41,41_cam-image_array_.jpg,20358,0.0,user,0.0
42,42_cam-image_array_.jpg,20404,0.0,user,0.0
43,43_cam-image_array_.jpg,20458,0.0,user,0.0
44,44_cam-image_array_.jpg,20507,0.0,user,0.0
45,45_cam-image_array_.jpg,20560,0.0,user,0.0
46,46_cam-image_array_.jpg,20609,0.0,user,0.0
47,47_cam-image_array_.jpg,20658,0.0,user,0.0
48,48_cam-image_array_.jpg,20709,0.0,user,0.0
49,49_cam-image_array_.jpg,20759,0.0,user,0.0
50,50_cam-image_array_.jpg,20809,0.0,user,0.0
51,51_cam-image_array_.jpg,20863,0.0,user,0.0
52,52_cam-image_array_.jpg,20909,0.0,user,0.0
53,53_cam-image_array_.jpg,20962,0.0,user,0.0
54,54_cam-image_array_.jpg,21012,0.0,user,0.0
55,55_cam-image_array_.jpg,21062,0.0,user,0.0
56,56_cam-image_array_.jpg,21112,0.0,user,0.0
57,57_cam-image_array_.jpg,21162,0.0,user,0.0
58,58_cam-image_array_.jpg,21212,0.0,user,0.0
59,59_cam-image_array_.jpg,21262,0.0,user,0.0
60,60_cam-image_array_.jpg,21313,0.0,user,0.0
61,61_cam-image_array_.jpg,21363,0.0,user,0.0
62,62_cam-image_array_.jpg,21414,0.0,user,0.0
63,63_cam-image_array_.jpg,21463,0.0,user,0.0
64,64_cam-image_array_.jpg,21515,0.0,user,0.0
65,65_cam-image_array_.jpg,21563,0.0,user,0.0
66,66_cam-image_array_.jpg,21614,0.0,user,0.0
67,67_cam-image_array_.jpg,21666,0.0,user,0.0
68,68_cam-image_array_.jpg,21714,0.0,user,0.0
69,69_cam-image_array_.jpg,21766,0.0,user,0.0
70,70_cam-image_array_.jpg,21814,0.0,user,0.0
71,71_cam-image_array_.jpg,21869,0.0,user,0.0
72,72_cam-image_array_.jpg,21915,0.0,user,0.0
73,73_cam-image_array_.jpg,21967,0.0,user,0.0
74,74_cam-image_array_.jpg,22015,0.0,user,0.0
75,75_cam-image_array_.jpg,22068,0.0,user,0.0
76,76_cam-image_array_.jpg,22115,0.0,user,0.0
77,77_cam-image_array_.jpg,22168,0.0,user,0.0
78,78_cam-image_array_.jpg,22215,0.0,user,0.0
79,79_cam-image_array_.jpg,22268,0.0,user,0.0
80,80_cam-image_array_.jpg,22315,0.0,user,0.0
81,81_cam-image_array_.jpg,22370,0.0,user,0.0
82,82_cam-image_array_.jpg,22416,0.0,user,0.0
83,83_cam-image_array_.jpg,22468,0.0,user,0.0
84,84_cam-image_array_.jpg,22516,0.0,user,0.0
85,85_cam-image_array_.jpg,22569,0.0,user,0.0
86,86_cam-image_array_.jpg,22616,0.0,user,0.0
87,87_cam-image_array_.jpg,22669,0.0,user,0.0
88,88_cam-image_array_.jpg,22717,0.0,user,0.0
89,89_cam-image_array_.jpg,22769,0.0,user,0.0
90,90_cam-image_array_.jpg,22819,0.0,user,0.0
91,91_cam-image_array_.jpg,22874,0.0,user,0.0
92,92_cam-image_array_.jpg,22920,0.0,user,0.0
93,93_cam-image_array_.jpg,22972,0.0,user,0.0
94,94_cam-image_array_.jpg,23020,0.0,user,0.0
95,95_cam-image_array_.jpg,23072,0.0,user,0.0
96,96_cam-image_array_.jpg,23120,0.0,user,0.0
97,97_cam-image_array_.jpg,23170,0.0,user,0.0
98,98_cam-image_array_.jpg,23221,0.0,user,0.0
99,99_cam-image_array_.jpg,23272,0.0,user,0.0
100,100_cam-image_array_.jpg,23321,0.0,user,0.0
101,101_cam-image_array_.jpg,23382,0.0,user,0.0
102,102_cam-image_array_.jpg,23421,0.0,user,0.0
103,103_cam-image_array_.jpg,23474,0.0,user,0.0
104,104_cam-image_array_.jpg,23522,0.0,user,0.0
105,105_cam-image_array_.jpg,23575,0.0,user,0.0
106,106_cam-image_array_.jpg,23624,0.0,user,0.0
107,107_cam-image_array_.jpg,23674,0.0,user,0.0
108,108_cam-image_array_.jpg,23727,0.0,user,0.0
109,109_cam-image_array_.jpg,23774,0.0,user,0.0
110,110_cam-image_array_.jpg,23826,0.0,user,0.0
111,111_cam-image_array_.jpg,23878,0.0,user,0.0
112,112_cam-image_array_.jpg,23927,0.0,user,0.0
113,113_cam-image_array_.jpg,23979,0.0,user,0.0
114,114_cam-image_array_.jpg,24027,0.0,user,0.0
115,115_cam-image_array_.jpg,24080,0.0,user,0.0
116,116_cam-image_array_.jpg,24127,0.0,user,0.0
117,117_cam-image_array_.jpg,24178,0.0,user,0.0
118,118_cam-image_array_.jpg,24227,0.0,user,0.0
119,119_cam-image_array_.jpg,24279,0.0,user,0.0
120,120_cam-image_array_.jpg,24328,0.0,user,0.0
121,121_cam-image_array_.jpg,24379,0.0,user,0.0
122,122_cam-image_array_.jpg,24430,0.0,user,0.0
123,123_cam-image_array_.jpg,24478,0.0,user,0.0
124,124_cam-image_array_.jpg,24531,0.0,user,0.0
125,125_cam-image_array_.jpg,24578,0.0,user,0.0
126,126_cam-image_array_.jpg,24629,0.0,user,0.0
127,127_cam-image_array_.jpg,24681,0.0,user,0.0
128,128_cam-image_array_.jpg,24729,0.0,user,0.0
129,129_cam-image_array_.jpg,24782,0.0,user,0.0
130,130_cam-image_array_.jpg,24829,0.0,user,0.0
131,131_cam-image_array_.jpg,24883,0.0,user,0.0
132,132_cam-image_array_.jpg,24933,0.0,user,0.0
133,133_cam-image_array_.jpg,24981,0.0,user,0.0
134,134_cam-image_array_.jpg,25033,0.0,user,0.0
135,135_cam-image_array_.jpg,25084,0.0,user,0.0
136,136_cam-image_array_.jpg,25132,0.0,user,0.0
137,137_cam-image_array_.jpg,25184,0.0,user,0.0
138,138_cam-image_array_.jpg,25236,0.0,user,0.0
139,139_cam-image_array_.jpg,25284,0.0,user,0.0
140,140_cam-image_array_.jpg,25337,0.0,user,0.0
141,141_cam-image_array_.jpg,25389,0.0,user,0.0
142,142_cam-image_array_.jpg,25436,0.0,user,0.0
143,143_cam-image_array_.jpg,25489,0.0,user,0.0
144,144_cam-image_array_.jpg,25536,0.0,user,0.0
145,145_cam-image_array_.jpg,25587,0.0,user,0.0
146,146_cam-image_array_.jpg,25640,0.0,user,0.0
147,147_cam-image_array_.jpg,25687,0.0,user,0.0
148,148_cam-image_array_.jpg,25741,0.0,user,0.0
149,149_cam-image_array_.jpg,25787,0.0,user,0.0
150,150_cam-image_array_.jpg,25839,0.0,user,0.0
151,151_cam-image_array_.jpg,25889,0.0,user,0.0
152,152_cam-image_array_.jpg,25939,0.0,user,0.0
153,153_cam-image_array_.jpg,25988,0.0,user,0.0
154,154_cam-image_array_.jpg,26039,0.0,user,0.0
155,155_cam-image_array_.jpg,26089,0.0,user,0.0
156,156_cam-image_array_.jpg,26139,0.0,user,0.0
157,157_cam-image_array_.jpg,26189,0.0,user,0.0
